종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"061970","LB세미콘","8150","7310","-840","-10.31","14399575","118434702740"
"309960","LB인베스트먼트","4355","4085","-270","-6.20","12482484","63805937420"
"093050","LF","16090","14160","-1930","-12.00","886453","12938728650"
"003550","LG","82800","84000","1200","1.45","5089025","433069862100"
"034220","LG디스플레이","15320","14120","-1200","-7.83","34729710","491772137782"
"051900","LG생활건강","437000","439500","2500","0.57","2006425","886275211281"
"051905","LG생활건강우","179800","187600","7800","4.34","190883","34779747700"
"373220","LG에너지솔루션","565000","553000","-12000","-2.12","13937907","7760908989500"
"003555","LG우","65100","63300","-1800","-2.76","91305","5866471700"
"032640","LG유플러스","10370","10280","-90","-0.87","19984483","203828608970"
"011070","LG이노텍","308000","261000","-47000","-15.26","4658014","1286427662000"
"066570","LG전자","125300","104700","-20600","-16.44","21590362","2471253131500"
"066575","LG전자우","54100","47400","-6700","-12.38","1010949","51022234600"
"037560","LG헬로비전","4250","4040","-210","-4.94","8175660","35296955755"
"051910","LG화학","664000","630000","-34000","-5.12","9197914","6233644560178"
"051915","LG화학우","372500","372500","0","0.00","2190824","894408936000"
"079550","LIG넥스원","86000","77200","-8800","-10.23","3613350","290479080600"
"006260","LS","89200","119000","29800","33.41","30912732","3640408410800"
"010120","LS ELECTRIC","79900","104800","24900","31.16","24306770","2598197553500"
"000680","LS네트웍스","2800","6630","3830","136.79","98156253","656607021995"
"229640","LS전선아시아","6890","10180","3290","47.75","174354919","1682271353130"
"108320","LX세미콘","122200","96500","-25700","-21.03","3729231","408135073800"
"001120","LX인터내셔널","35550","36050","500","1.41","26079402","1015047020250"
"108670","LX하우시스","46600","48500","1900","4.08","2235108","117216300950"
"108675","LX하우시스우","19940","20350","410","2.06","100629","2093839570"
"383800","LX홀딩스","7850","7880","30","0.38","8964427","74359665280"
"38380K","LX홀딩스1우","10150","9700","-450","-4.43","396440","4138716870"
"086960","MDS테크","2265","2045","-220","-9.71","57449922","127593917639"
"023150","MH에탄올","7190","7060","-130","-1.81","915762","6710086420"
"038340","MIT","1283","1283","0","0.00","0","0"
"035420","NAVER","195500","227500","32000","16.37","30074459","6567074582779"
"160550","NEW","7020","6890","-130","-1.85","10752318","80848648970"
"053290","NE능률","5920","4550","-1370","-23.14","11177739","59417321815"
"181710","NHN","23600","26050","2450","10.38","1320744","33105955750"
"060250","NHN KCP","9610","9890","280","2.91","6559135","61421907970"
"104200","NHN벅스","5080","4700","-380","-7.48","3523450","17961012235"
"400760","NH올원리츠","3335","3120","-215","-6.45","1390821","4531204035"
"005940","NH투자증권","9530","10320","790","8.29","12676059","124663226940"
"005945","NH투자증권우","9200","9460","260","2.83","663146","6120672060"
"338100","NH프라임리츠","4275","4130","-145","-3.39","533556","2221118830"
"034310","NICE","11330","12230","900","7.94","569881","6498002490"
"030190","NICE평가정보","9890","10650","760","7.68","3996872","40910436130"
"008260","NI스틸","7710","6140","-1570","-20.36","3563390","24583140300"
"004250","NPC","6570","6020","-550","-8.37","18599875","129568495850"
"004255","NPC우","3115","3025","-90","-2.89","5949974","20899331460"
"456040","OCI","136500","130600","-5900","-4.32","5073716","736051269000"
"010060","OCI홀딩스","105600","107200","1600","1.52","2614116","291126020900"
"178920","PI첨단소재","34900","30050","-4850","-13.90","5025090","160898823950"
"024940","PN풍년","5770","6820","1050","18.20","2260184","14063346140"
"005490","POSCO홀딩스","394000","597000","203000","51.52","77766302","45133063221870"
"218410","RFHIC","20550","18430","-2120","-10.32","5402811","105197219720"
"327260","RF머트리얼즈","14390","11430","-2960","-20.57","8019358","105952176690"
"091340","S&K폴리텍","3655","3085","-570","-15.60","1020877","3498297165"
"010950","S-Oil","63900","77500","13600","21.28","11205219","806778137480"
"010955","S-Oil우","48150","50700","2550","5.30","302846","14909433200"
"419530","SAMG엔터","23700","22800","-900","-3.80","3363031","79995887750"
"019550","SBI인베스트먼트","1009","890","-119","-11.79","15859235","14967936366"
"950110","SBI핀테크솔루션즈","5000","4325","-675","-13.50","838693","4323362275"
"034120","SBS","30500","25600","-4900","-16.07","1135822","30958213950"
"046140","SBS콘텐츠허브","6490","5720","-770","-11.86","2330877","13612510650"
"151910","SBW생명과학","589","486","-103","-17.49","7308640","3802796261"
"036120","SCI평가정보","3995","3650","-345","-8.64","13477437","52784939335"
"099220","SDN","1820","1550","-270","-14.84","7569034","12714764016"
"036540","SFA반도체","5130","5220","90","1.75","65016272","368301179820"
"255220","SG","1635","1351","-284","-17.37","17361073","27533614535"
"040610","SG&G","1855","1777","-78","-4.20","2533605","4589143929"
"049470","SGA","724","670","-54","-7.46","3922411","2760856819"
"184230","SGA솔루션즈","886","779","-107","-12.08","4322100","3513536865"
"005090","SGC에너지","24000","26050","2050","8.54","777693","19480283850"
"016250","SGC이테크건설","23100","22400","-700","-3.03","113047","2456781650"
"001380","SG글로벌","1360","1436","76","5.59","3798874","5359448254"
"004060","SG세계물산","527","478","-49","-9.30","12597204","6225602708"
"001770","SHD","25550","25150","-400","-1.57","104597","2642948800"
"002360","SH에너지화학","707","674","-33","-4.67","8980458","5971166834"
"009160","SIMPAC","5110","4640","-470","-9.20","3236355","15384022485"
"123700","SJM","4795","4020","-775","-16.16","2237787","9678234230"
"025530","SJM홀딩스","4600","3840","-760","-16.52","1163232","4854005400"
"034730","SK","143500","152000","8500","5.92","3660431","545425698600"
"011790","SKC","103200","97800","-5400","-5.23","8817543","887729584400"
"018670","SK가스","123000","124300","1300","1.06","134814","16350083400"
"001740","SK네트웍스","5150","6480","1330","25.83","43218149","252537977220"
"006120","SK디스커버리","34400","38650","4250","12.35","1153357","42290797150"
"006125","SK디스커버리우","27600","29450","1850","6.70","167096","4882966000"
"210980","SK디앤디","21350","21050","-300","-1.41","1846045","40132733940"
"068400","SK렌터카","9840","11600","1760","17.89","2053451","21860159380"
"395400","SK리츠","5000","4465","-535","-10.70","3596906","17049836250"
"302440","SK바이오사이언스","76500","84500","8000","10.46","8299328","662447393700"
"326030","SK바이오팜","77700","99300","21600","27.80","6789841","595792272400"
"402340","SK스퀘어","45200","45450","250","0.55","8064925","362591360621"
"260870","SK시그넷","53400","46600","-6800","-12.73","511799","25055990600"
"361610","SK아이이테크놀로지","93100","96500","3400","3.65","22185786","2295262790786"
"100090","SK오션플랜트","20600","21700","1100","5.34","12903680","281302657370"
"03473K","SK우","131500","134800","3300","2.51","30746","4021840700"
"096770","SK이노베이션","163238","190800","27562","16.88","31355933","6089813686750"
"096775","SK이노베이션우","106522","122300","15778","14.81","424446","53975422500"
"001510","SK증권","674","639","-35","-5.19","33173719","21388615262"
"001515","SK증권우","2430","2240","-190","-7.82","189514","431783430"
"285130","SK케미칼","67000","63900","-3100","-4.63","3336240","230035995100"
"28513K","SK케미칼우","31000","30800","-200","-0.65","807037","27872923650"
"017670","SK텔레콤","44200","46500","2300","5.20","13659366","622453945639"
"000660","SK하이닉스","113800","118500","4700","4.13","88333923","10491475629882"
"048550","SM C&C","2365","2330","-35","-1.48","23819040","62111406980"
"063440","SM Life Design","1827","2045","218","11.93","17396174","35322012153"
"003570","SNT다이내믹스","10000","9750","-250","-2.50","1729067","17344940060"
"064960","SNT모티브","54900","47100","-7800","-14.21","838376","42152109050"
"100840","SNT에너지","22950","22250","-700","-3.05","740817","16541391800"
"036530","SNT홀딩스","16100","15870","-230","-1.43","151526","2367167930"
"005610","SPC삼립","67500","67500","0","0.00","190029","12679179100"
"011810","STX","13810","15730","1920","13.90","100899117","1493358674670"
"077970","STX엔진","14400","14590","190","1.32","3886893","57850000730"
"071970","STX중공업","7890","12450","4560","57.79","52481827","589990327350"
"002820","SUN&L","2720","2710","-10","-0.37","497917","1378490735"
"289080","SV인베스트먼트","2045","1978","-67","-3.28","11447248","24444522658"
"084870","TBH글로벌","1813","1912","99","5.46","1139076","2050842308"
"002710","TCC스틸","40150","53500","13350","33.25","30171662","1716207948655"
"089230","THE E&M","273","278","5","1.83","35697583","9269515190"
"161570","THE MIDONG","2510","1291","-1219","-48.57","35997009","67353823376"
"032540","TJ미디어","6670","6520","-150","-2.25","703085","4451183300"
"022220","TKG애강","1406","1278","-128","-9.10","1924646","2540593558"
"069260","TKG휴켐스","21100","22350","1250","5.92","3241268","72901020450"
"048770","TPC","3360","3110","-250","-7.44","1296219","4033141215"
"246690","TS인베스트먼트","1519","1501","-18","-1.18","3656330","5356170660"
"317240","TS트릴리온","1655","1579","-76","-4.59","54089940","92885753844"
"002900","TYM","7370","6180","-1190","-16.15","8433978","57007642040"
"024070","WISCOM","2940","2755","-185","-6.29","281282","779608160"
"057030","YBM넷","3950","3640","-310","-7.85","1398344","5171070935"
"037270","YG PLUS","6530","5620","-910","-13.94","19148339","108426839975"
"040300","YTN","6900","7260","360","5.22","5873159","42950959190"
"051390","YW","4005","3720","-285","-7.12","535469","1997129260"
"052220","iMBC","3265","3325","60","1.84","2900955","9404740115"
"079940","가비아","12280","12920","640","5.21","1523079","19595548870"
"078890","가온그룹","6020","5800","-220","-3.65","3673803","22646255740"
"000500","가온전선","19830","22600","2770","13.97","4459341","101801216970"
"399720","가온칩스","37600","42800","5200","13.83","42711849","1915422956750"
"296520","가이아코퍼레이션","5500","5000","-500","-9.09","5465","29478180"
"036620","감성코퍼레이션","4080","4380","300","7.35","37374403","163626726675"
"000860","강남제비스코","22050","21000","-1050","-4.76","338734","7593588250"
"217730","강스템바이오텍","3200","2990","-210","-6.56","3527138","10443131680"
"035250","강원랜드","16890","16070","-820","-4.85","19354818","311093420475"
"114190","강원에너지","25350","22900","-2450","-9.66","22362391","608804056950"
"094480","갤럭시아머니트리","5510","5030","-480","-8.71","11351218","64499556420"
"011420","갤럭시아에스엠","2175","1917","-258","-11.86","6742710","14428926894"
"039240","경남스틸","3240","3025","-215","-6.64","2873227","8898761925"
"053950","경남제약","1561","1553","-8","-0.51","5791034","9006273783"
"002100","경농","9930","11050","1120","11.28","9475199","108423535640"
"009450","경동나비엔","52600","58000","5400","10.27","2799770","154668350500"
"267290","경동도시가스","20050","19760","-290","-1.45","276095","5408567690"
"012320","경동인베스트","86800","77300","-9500","-10.94","694944","59509156700"
"011040","경동제약","6910","7130","220","3.18","1417607","9811448810"
"000050","경방","9700","9470","-230","-2.37","158066","1508486860"
"214390","경보제약","6810","7820","1010","14.83","5933826","44353181050"
"012610","경인양행","4765","4240","-525","-11.02","3294269","14914594085"
"009140","경인전자","25600","22650","-2950","-11.52","98191","2382315250"
"024910","경창산업","3865","2935","-930","-24.06","7744675","25278547660"
"013580","계룡건설","16180","15310","-870","-5.38","1042028","16325980140"
"012200","계양전기","2195","2130","-65","-2.96","928069","2035428793"
"012205","계양전기우","4000","4070","70","1.75","45271","178011355"
"002140","고려산업","4025","3820","-205","-5.09","11853959","47586873610"
"198440","고려시멘트","2330","2125","-205","-8.80","3527701","7822286547"
"049720","고려신용정보","11300","10470","-830","-7.35","5167112","54652062970"
"010130","고려아연","463000","504000","41000","8.86","1693649","833701126000"
"002240","고려제강","19060","25000","5940","31.16","19606909","520960274310"
"014570","고려제약","6490","6670","180","2.77","2054031","13914982900"
"348150","고바이오랩","10700","10100","-600","-5.61","2773876","28325378390"
"098460","고영","15020","13340","-1680","-11.19","23145654","328474644342"
"035290","골드앤에스","1305","1234","-71","-5.44","35241728","52078744597"
"900280","골든센츄리","201","184","-17","-8.46","99077932","19525440153"
"215000","골프존","109400","96000","-13400","-12.25","933372","95015057500"
"121440","골프존뉴딘홀딩스","4760","4390","-370","-7.77","1567091","7025975520"
"183410","골프존데카","1751","1500","-251","-14.33","25288","37841339"
"366030","공구우먼","8040","7120","-920","-11.44","2820315","20992574630"
"076340","관악산업","6600","5800","-800","-12.12","8640","51732390"
"009290","광동제약","6360","6790","430","6.76","2172526","14111310180"
"014200","광림","1006","1006","0","0.00","0","0"
"017040","광명전기","2700","2655","-45","-1.67","44655281","127366769750"
"029480","광무","2990","4345","1355","45.32","126817194","491090963640"
"017900","광전자","2950","2545","-405","-13.73","27326850","75533639060"
"037710","광주신세계","33500","32150","-1350","-4.03","183240","5982556700"
"026910","광진실업","4735","4285","-450","-9.50","325052","1406562215"
"397880","교보11호스팩","2240","2225","-15","-0.67","320056","715193820"
"421800","교보12호스팩","2165","2085","-80","-3.70","469332","995774080"
"440790","교보13호스팩","2205","2105","-100","-4.54","682971","1476987795"
"456490","교보14호스팩","6810","2115","-4695","-68.94","91607313","457704022530"
"030610","교보증권","5180","5180","0","0.00","664900","3370195925"
"339770","교촌에프앤비","8470","7880","-590","-6.97","541301","4301630460"
"053270","구영테크","3720","2955","-765","-20.56","7586360","24929708195"
"007690","국도화학","51800","51600","-200","-0.39","864703","45219090300"
"005320","국동","1052","947","-105","-9.98","5903933","5664745050"
"001140","국보","6800","4705","-2095","-30.81","8891805","57328667945"
"066620","국보디자인","16220","15500","-720","-4.44","206736","3189243700"
"043650","국순당","5790","5870","80","1.38","1407881","8639451760"
"006050","국영지앤엠","1464","1314","-150","-10.25","2893097","3882858789"
"060480","국일신동","2810","3330","520","18.51","58315736","223774971010"
"078130","국일제지","800","800","0","0.00","0","0"
"307750","국전약품","5970","7500","1530","25.63","67234557","485885188950"
"002720","국제약품","3995","4155","160","4.01","6835303","29477589040"
"243870","굿센","12190","16490","4300","35.27","22071","314135730"
"035080","그래디언트","16730","14680","-2050","-12.25","1123890","17386485470"
"204020","그리티","3275","3415","140","4.27","1871084","6178220700"
"114450","그린생명과학","3305","3210","-95","-2.87","1212764","4019190505"
"083420","그린케미칼","8680","8060","-620","-7.14","2257064","19096642970"
"186230","그린플러스","10270","9580","-690","-6.72","10368643","116819211800"
"014530","극동유화","3850","4265","415","10.78","12310962","51085664210"
"900070","글로벌에스엠","780","688","-92","-11.79","3543914","2491121899"
"204620","글로벌텍스프리","3680","4040","360","9.78","19856180","71293480865"
"019660","글로본","1745","1847","102","5.85","3568981","5940142860"
"014280","금강공업","7270","5960","-1310","-18.02","19974650","136483316160"
"014285","금강공업우","11460","10380","-1080","-9.42","43154","453728510"
"053260","금강철강","6620","6000","-620","-9.37","1290503","8117526950"
"008870","금비","84800","93700","8900","10.50","204189","17727041400"
"001570","금양","73600","143100","69500","94.43","130654230","15902956481800"
"282720","금양그린파워","15450","13390","-2060","-13.33","13296060","224282071490"
"002990","금호건설","5800","5500","-300","-5.17","1451504","8066903930"
"002995","금호건설우","19300","15100","-4200","-21.76","18655","297293360"
"011780","금호석유","123800","122600","-1200","-0.97","1749802","215636572000"
"011785","금호석유우","65100","63300","-1800","-2.76","170468","10669909300"
"214330","금호에이치티","887","890","3","0.34","37425343","32313352717"
"001210","금호전기","1130","905","-225","-19.91","14545489","14861651201"
"073240","금호타이어","4685","4350","-335","-7.15","13347784","60912005455"
"036190","금화피에스시","30800","29500","-1300","-4.22","55558","1667305300"
"049080","기가레인","1724","1458","-266","-15.43","49301844","79764461925"
"420770","기가비스","90600","87700","-2900","-3.20","5098709","493663925900"
"035460","기산텔레콤","3510","2955","-555","-15.81","8606192","28481084440"
"092440","기신정기","3380","3250","-130","-3.85","769721","2524382625"
"000270","기아","89000","78900","-10100","-11.35","28766988","2401117665711"
"024110","기업은행","10140","10470","330","3.25","20107701","207215001800"
"013700","까뮤이앤씨","1672","1642","-30","-1.79","1593884","2657043998"
"308100","까스텔바작","7260","5810","-1450","-19.97","3002666","20049753950"
"004540","깨끗한나라","2475","2260","-215","-8.69","1649395","3781041880"
"004545","깨끗한나라우","15260","13840","-1420","-9.31","16007","224814180"
"407400","꿈비","12400","8780","-3620","-29.19","17007853","184605528390"
"187790","나노","1400","1225","-175","-12.50","12502181","17627307417"
"286750","나노브릭","1990","2910","920","46.23","44078093","127809191277"
"121600","나노신소재","130200","145600","15400","11.83","16201838","2590351520050"
"247660","나노씨엠에스","14250","18490","4240","29.75","10634581","201193886750"
"039860","나노엔텍","4230","4695","465","10.99","27788375","141623686515"
"091970","나노캠텍","884","736","-148","-16.74","3345878","2595464000"
"417010","나노팀","26950","19850","-7100","-26.35","10580953","271920417860"
"244880","나눔테크","3790","3800","10","0.26","28705","109446450"
"405920","나라셀라","7955","7960","5","0.06","6973102","98355767450"
"288490","나라소프트","50","67","17","34.00","12488185","956352862"
"051490","나라엠앤디","7800","6710","-1090","-13.97","5687524","41717261620"
"137080","나래나노텍","8600","7800","-800","-9.30","2222417","19050719410"
"190510","나무가","14830","14100","-730","-4.92","6752140","99219286380"
"242040","나무기술","2315","2695","380","16.41","154760289","461443298500"
"089600","나스미디어","20700","19350","-1350","-6.52","7161667","161247410520"
"293580","나우IB","1051","1126","75","7.14","14364538","16204479573"
"257990","나우코스","5070","4925","-145","-2.86","17181","78547505"
"138610","나이벡","12800","18240","5440","42.50","6843244","115289397230"
"130580","나이스디앤비","6610","6180","-430","-6.51","193112","1218790820"
"036800","나이스정보통신","23550","23550","0","0.00","723518","16804124950"
"267320","나인테크","3465","3460","-5","-0.14","41411106","157729998385"
"001260","남광토건","9400","9190","-210","-2.23","2051379","20444228430"
"008350","남선알미늄","2590","2430","-160","-6.18","46036265","114474490400"
"008355","남선알미우","23000","22700","-300","-1.30","54728","1278990800"
"004270","남성","2255","2220","-35","-1.55","17023687","37895291136"
"003920","남양유업","507000","438500","-68500","-13.51","85893","38936667500"
"003925","남양유업우","275000","239500","-35500","-12.91","17062","4245508500"
"025860","남해화학","8190","8130","-60","-0.73","4071237","33268779350"
"111710","남화산업","7520","7140","-380","-5.05","204858","1475966870"
"091590","남화토건","8190","8100","-90","-1.10","1391937","11079639030"
"168330","내츄럴엔도텍","2455","2480","25","1.02","2089476","5101721821"
"094860","네오리진","497","399","-98","-19.72","6890342","2978278281"
"253590","네오셈","3820","4295","475","12.43","128510616","664329593135"
"212560","네오오토","8950","7080","-1870","-20.89","2623763","21394292780"
"095660","네오위즈","41350","34200","-7150","-17.29","4753351","173415008700"
"042420","네오위즈홀딩스","22700","25600","2900","12.78","875730","21251190700"
"950220","네오이뮨텍","2175","2280","105","4.83","17489043","36236716991"
"311390","네오크레마","9150","8330","-820","-8.96","5217896","45863654780"
"085910","네오티스","4195","3890","-305","-7.27","980191","3961694715"
"092730","네오팜","23900","24950","1050","4.39","2083483","50357553450"
"290660","네오펙트","1431","1346","-85","-5.94","4495981","6099337611"
"306620","네온테크","3320","3015","-305","-9.19","3694300","11408627565"
"153460","네이블","8130","7900","-230","-2.83","275959","2171133380"
"007390","네이처셀","8560","7600","-960","-11.21","15466951","121190667080"
"033640","네패스","19880","20100","220","1.11","12917625","274541045620"
"330860","네패스아크","26200","26200","0","0.00","2519352","70952329100"
"005720","넥센","4410","4175","-235","-5.33","475708","2027465715"
"005725","넥센우","3155","2845","-310","-9.83","10812","31581795"
"002350","넥센타이어","8620","8060","-560","-6.50","3793524","32019612800"
"002355","넥센타이어1우B","3030","2965","-65","-2.15","240035","714253510"
"089140","넥스턴바이오","6900","7700","800","11.59","10772545","91538700310"
"137940","넥스트아이","501","400","-101","-20.16","46779978","23127182758"
"396270","넥스트칩","15600","13260","-2340","-15.00","16636354","231096195720"
"348210","넥스틴","71800","82900","11100","15.46","4657764","373992358600"
"225570","넥슨게임즈","21850","17950","-3900","-17.85","27378354","568862359240"
"217270","넵튠","7470","7770","300","4.02","2004584","15526904520"
"251270","넷마블","46450","49900","3450","7.43","4439744","212218695000"
"317860","노드메이슨","5980","5490","-490","-8.19","198","1016730"
"104620","노랑풍선","7040","7070","30","0.43","1152998","8054212580"
"090350","노루페인트","8050","8030","-20","-0.25","1393978","11105485100"
"090355","노루페인트우","13230","11560","-1670","-12.62","20854","248721140"
"000320","노루홀딩스","10380","10810","430","4.14","832925","9324571280"
"000325","노루홀딩스우","20600","19640","-960","-4.66","32814","655318320"
"194700","노바렉스","7840","8200","360","4.59","1168775","9415141200"
"285490","노바텍","36450","31800","-4650","-12.76","3619898","125351614700"
"283100","노보믹스","3695","4030","335","9.07","11218","46002120"
"229500","노브메타파마","19000","20500","1500","7.89","158822","3258087840"
"106520","노블엠앤비","411","411","0","0.00","0","0"
"376930","노을","3744","5220","1476","39.42","16581515","82983073530"
"006280","녹십자","111600","120300","8700","7.80","1191018","134285854700"
"142280","녹십자엠에스","4355","4605","250","5.74","1880615","8282598005"
"234690","녹십자웰빙","7010","6930","-80","-1.14","614858","4289916050"
"005250","녹십자홀딩스","13910","14860","950","6.83","1834307","25307986960"
"005257","녹십자홀딩스2우","30150","27100","-3050","-10.12","13978","389989250"
"065560","녹원씨엔아이","5770","5770","0","0.00","0","0"
"004370","농심","405500","411500","6000","1.48","532414","214997890500"
"072710","농심홀딩스","67000","67900","900","1.34","62508","4143560900"
"054050","농우바이오","8770","8530","-240","-2.74","1366671","11869558970"
"069140","누리플랜","4760","4085","-675","-14.18","1751312","8216212580"
"040160","누리플렉스","5810","5310","-500","-8.61","1022159","5619356685"
"332290","누보","2415","2380","-35","-1.45","86135840","245317328910"
"348340","뉴로메카","32550","36000","3450","10.60","17140035","573103537550"
"060260","뉴보텍","967","1094","127","13.13","24007451","25916058496"
"012340","뉴인텍","1820","1645","-175","-9.62","17022425","35320463756"
"214870","뉴지랩파마","1383","1383","0","0.00","0","0"
"270870","뉴트리","8250","6690","-1560","-18.91","732350","5020223610"
"144960","뉴파워프라즈마","6790","5400","-1390","-20.47","8251813","49626163910"
"085670","뉴프렉스","5610","4890","-720","-12.83","10856803","61836023255"
"064260","다날","3900","3720","-180","-4.62","10746162","40573905270"
"340360","다보링크","843","1080","237","28.11","9041241","8443896877"
"039560","다산네트웍스","5300","4770","-530","-10.00","83706239","535336242535"
"154040","다산솔루에타","3070","2100","-970","-31.60","33463844","100552854143"
"058730","다스코","4615","4440","-175","-3.79","5132857","23390611140"
"030210","다올투자증권","3755","3790","35","0.93","13207703","48725300300"
"023590","다우기술","17570","17850","280","1.59","1261175","22324073230"
"032190","다우데이타","13010","14110","1100","8.46","6962570","90635565750"
"323350","다원넥스뷰","8200","12000","3800","46.34","17171","158954930"
"068240","다원시스","13040","13880","840","6.44","17402026","260813756790"
"145210","다이나믹디자인","5890","4800","-1090","-18.51","10728285","60500928510"
"019680","대교","2610","2560","-50","-1.92","1308501","3252781010"
"019685","대교우B","1736","1665","-71","-4.09","1195623","2000287690"
"006370","대구백화점","14520","13150","-1370","-9.44","788615","10204716470"
"008060","대덕","6480","6700","220","3.40","2055665","13906059760"
"00806K","대덕1우","9430","9180","-250","-2.65","58495","549527500"
"353200","대덕전자","31200","30750","-450","-1.44","37299153","1315873889200"
"35320K","대덕전자1우","11520","10740","-780","-6.77","387558","4702963050"
"000490","대동","11600","10560","-1040","-8.97","3351575","36767573890"
"178600","대동고려삼","2995","2845","-150","-5.01","9281","24647985"
"020400","대동금속","9760","8650","-1110","-11.37","158769","1426898960"
"008830","대동기어","6080","5570","-510","-8.39","401041","2276833960"
"048470","대동스틸","4130","3840","-290","-7.02","879715","3422774560"
"008110","대동전자","5180","6440","1260","24.32","1372422","7973841690"
"004780","대륙제관","4420","4180","-240","-5.43","383976","1618882810"
"005750","대림B&Co","3720","3400","-320","-8.60","697292","2500926245"
"017650","대림제지","8770","8870","100","1.14","200206","1764278500"
"006570","대림통상","3505","3500","-5","-0.14","295834","1021783235"
"007720","대명소노시즌","696","648","-48","-6.90","4078990","2727954996"
"389260","대명에너지","25350","25750","400","1.58","1890878","48443292950"
"317850","대모","13740","11280","-2460","-17.90","6439786","85476892600"
"290670","대보마그네틱","55500","46950","-8550","-15.41","3133222","162048986700"
"078140","대봉엘에스","8340","12200","3860","46.28","35560694","425521888350"
"001680","대상","16720","17580","860","5.14","2346977","39703678000"
"001685","대상우","14230","13560","-670","-4.71","58131","795087160"
"084690","대상홀딩스","7490","6850","-640","-8.54","3177528","22181824140"
"084695","대상홀딩스우","8950","7970","-980","-10.95","191479","1566432440"
"036480","대성미생물","10360","10160","-200","-1.93","1705745","18464988690"
"128820","대성산업","4080","3855","-225","-5.51","4933129","19950964790"
"117580","대성에너지","7880","7330","-550","-6.98","1487490","10907057520"
"027830","대성창투","1800","1623","-177","-9.83","8259799","14305350174"
"104040","대성파인텍","1561","1415","-146","-9.35","3874528","5678692844"
"129920","대성하이텍","9530","8260","-1270","-13.33","2870428","25481323720"
"016710","대성홀딩스","14320","14790","470","3.28","2560877","36913856840"
"438220","대신밸런스제13호스팩","2225","2215","-10","-0.45","969075","2120551490"
"442310","대신밸런스제14호스팩","2475","2475","0","0.00","0","0"
"020180","대신정보통신","1173","1113","-60","-5.12","7752221","8743067110"
"003540","대신증권","13480","14000","520","3.86","1351756","18298823335"
"003547","대신증권2우B","12390","12410","20","0.16","424706","5210022140"
"003545","대신증권우","12980","13130","150","1.16","723531","9386168590"
"045390","대아티아이","3395","3115","-280","-8.25","18131184","60116167175"
"009190","대양금속","3820","3680","-140","-3.66","13990237","51105974985"
"108380","대양전기공업","12830","13500","670","5.22","647918","8536455420"
"006580","대양제지","3260","3260","0","0.00","0","0"
"014160","대영포장","1312","1200","-112","-8.54","3248071","3967163878"
"047040","대우건설","3925","4555","630","16.05","83102144","363656300500"
"009320","대우부품","1858","1539","-319","-17.17","8713937","14781914802"
"003090","대웅","12160","14110","1950","16.04","2365666","30517489170"
"069620","대웅제약","91900","106700","14800","16.10","987864","98068879800"
"007680","대원","6810","6360","-450","-6.61","432331","2745539450"
"000430","대원강업","5950","6090","140","2.35","170790289","1236263939450"
"048910","대원미디어","15320","13380","-1940","-12.66","1792635","25256568910"
"005710","대원산업","6420","5900","-520","-8.10","318427","1922057680"
"006340","대원전선","1160","1156","-4","-0.34","40473199","48159484034"
"006345","대원전선우","2430","2315","-115","-4.73","92126","208208980"
"003220","대원제약","13790","16510","2720","19.72","6397121","99887544990"
"024890","대원화성","2870","2410","-460","-16.03","14774950","40638370655"
"290380","대유","2300","2300","0","0.00","0","0"
"002880","대유에이텍","665","558","-107","-16.09","6965997","4165265490"
"290120","대유에이피","5430","4610","-820","-15.10","1337364","6549395975"
"000300","대유플러스","1009","927","-82","-8.13","66054387","66737083364"
"120240","대정화금","18070","19050","980","5.42","11296415","224226815940"
"003310","대주산업","2110","1955","-155","-7.35","12961693","27528751106"
"114920","대주이엔티","1747","1351","-396","-22.67","10924","17431032"
"078600","대주전자재료","102000","90100","-11900","-11.67","11157264","1161221997100"
"012800","대창","1466","1621","155","10.57","380178412","693761709875"
"015230","대창단조","7670","7420","-250","-3.26","12925038","103550390930"
"096350","대창솔루션","740","630","-110","-14.86","85926924","55805896019"
"140520","대창스틸","2895","2840","-55","-1.90","1158294","3372819865"
"131220","대한과학","6520","6600","80","1.23","590852","3848964260"
"010170","대한광통신","2155","2050","-105","-4.87","44760534","102664568013"
"054670","대한뉴팜","8820","8780","-40","-0.45","1006188","8779595460"
"001070","대한방직","13700","11060","-2640","-19.27","2171858","26972363770"
"023910","대한약품","27150","27150","0","0.00","326449","8731326800"
"006650","대한유화","135000","131600","-3400","-2.52","812240","108112159000"
"001440","대한전선","13580","12930","-650","-4.79","24121890","324124448990"
"084010","대한제강","13400","12780","-620","-4.63","778990","9986363150"
"001790","대한제당","3345","3045","-300","-8.97","39819994","127464406470"
"001795","대한제당우","2805","2555","-250","-8.91","3728617","9980459375"
"001130","대한제분","130300","132200","1900","1.46","56882","7449111600"
"003490","대한항공","25500","24150","-1350","-5.29","34650518","867994563200"
"003495","대한항공우","28800","26900","-1900","-6.60","71587","1980028650"
"005880","대한해운","1992","1913","-79","-3.97","28593721","55204336809"
"003830","대한화섬","101800","102300","500","0.49","6673","679686400"
"016090","대현","2145","2055","-90","-4.20","2770108","5738500449"
"069460","대호에이엘","1326","2240","914","68.93","61253967","115986026560"
"021040","대호특수강","5360","4855","-505","-9.42","239138","1205540025"
"021045","대호특수강우","8990","8050","-940","-10.46","12521","98963730"
