종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"083930","아바코","21800","17860","-3940","-18.07","13605443","275125162220"
"149950","아바텍","15110","14160","-950","-6.29","334208","4936974230"
"036010","아비코전자","16440","15120","-1320","-8.03","11678552","198053251050"
"002030","아세아","140100","170300","30200","21.56","136395","20965713700"
"183190","아세아시멘트","9400","10010","610","6.49","2629751","25242922970"
"002310","아세아제지","33750","38850","5100","15.11","1441759","55804064950"
"050860","아세아텍","2830","2545","-285","-10.07","2923916","7720828235"
"012170","아센디오","843","695","-148","-17.56","12305208","9734059949"
"136410","아셈스","9970","7830","-2140","-21.46","1204852","10433606610"
"246720","아스타","9190","8020","-1170","-12.73","6168624","62004214630"
"067390","아스트","2635","1645","-990","-37.57","25154859","46750876666"
"159010","아스플로","14410","12860","-1550","-10.76","3378325","49459767100"
"127710","아시아경제","1472","1303","-169","-11.48","7146948","9462274059"
"267850","아시아나IDT","13100","12500","-600","-4.58","356876","4414703560"
"020560","아시아나항공","11950","11150","-800","-6.69","4682799","53342492450"
"154030","아시아종묘","3650","3410","-240","-6.58","3900207","14802136000"
"227610","아우딘퓨쳐스","4150","2180","-1970","-47.47","29706823","107846527620"
"143160","아이디스","20000","21200","1200","6.00","959176","18314225610"
"054800","아이디스홀딩스","12410","12360","-50","-0.40","67402","828790780"
"332370","아이디피","3875","3655","-220","-5.68","860098","3262966260"
"122900","아이마켓코리아","9730","9070","-660","-6.78","1147499","10681143480"
"339950","아이비김영","2025","1853","-172","-8.49","4895375","9418515961"
"099190","아이센스","23500","29400","5900","25.11","35061364","1139048060500"
"289010","아이스크림에듀","4415","4225","-190","-4.30","1063151","4577901025"
"214430","아이쓰리시스템","31000","35900","4900","15.81","3797047","131414848600"
"040910","아이씨디","10650","9120","-1530","-14.37","1455962","14486689920"
"368600","아이씨에이치","6150","5060","-1090","-17.72","7550498","46698987630"
"052860","아이앤씨","2795","2770","-25","-0.89","4304657","12948057175"
"010780","아이에스동서","31700","32400","700","2.21","3785996","126380207950"
"069920","아이에스이커머스","3555","3510","-45","-1.27","4607435","15206251690"
"038880","아이에이","586","531","-55","-9.39","38692140","21892942836"
"307180","아이엘사이언스","3830","3970","140","3.66","6551976","27661214790"
"101390","아이엠","6770","6820","50","0.74","5104237","33787977870"
"447690","아이오바이오","2795","4725","1930","69.05","9008","28047430"
"078860","아이오케이","244","247","3","1.23","121366286","42874545374"
"090150","아이윈","1606","1665","59","3.67","9074045","14253222753"
"123010","아이윈플러스","2180","1845","-335","-15.37","5712757","11325070412"
"031310","아이즈비전","2985","2895","-90","-3.02","5816021","16976323290"
"185490","아이진","3905","3745","-160","-4.10","2784951","10049434395"
"059100","아이컴포넌트","6730","6250","-480","-7.13","869677","6072927230"
"149010","아이케이세미콘","9450","8050","-1400","-14.81","31896","276819770"
"262840","아이퀘스트","6970","6340","-630","-9.04","346709","2270434330"
"175250","아이큐어","2655","2625","-30","-1.13","7444620","19178458850"
"052460","아이크래프트","4230","3365","-865","-20.45","5610743","21705592455"
"119830","아이텍","9810","10080","270","2.75","3930791","37794086530"
"052770","아이톡시","1397","1495","98","7.02","26213066","45646653612"
"124500","아이티센","3810","3725","-85","-2.23","2592805","9927553815"
"372800","아이티아이즈","9250","8240","-1010","-10.92","433283","3746613650"
"084850","아이티엠반도체","21150","22700","1550","7.33","953196","20226308930"
"114840","아이패밀리에스씨","26750","22750","-4000","-14.95","2508044","58344369130"
"027360","아주IB투자","2180","2275","95","4.36","6227827","13701795535"
"139990","아주스틸","9390","8500","-890","-9.48","801905","7068685910"
"032080","아즈텍WB","1765","1738","-27","-1.53","3409488","5851795854"
"013310","아진산업","7550","5830","-1720","-22.78","54966416","380200102880"
"059120","아진엑스텍","9290","9030","-260","-2.80","7847406","78407360040"
"158430","아톤","20250","19780","-470","-2.32","508797","9906588850"
"149300","아퓨어스","649","498","-151","-23.27","410878","203810775"
"067160","아프리카TV","73800","84200","10400","14.09","7076652","537262742000"
"102950","아하","6660","6090","-570","-8.56","247252","1617429910"
"001540","안국약품","8140","8200","60","0.74","458206","3681598060"
"053800","안랩","61600","63000","1400","2.27","1523275","95684759100"
"251280","안지오랩","6980","8400","1420","20.34","9073","63342230"
"065660","안트로젠","15030","15150","120","0.80","735274","11120627890"
"297570","알로이스","1633","1629","-4","-0.24","3199911","4925011443"
"001780","알루코","4970","3925","-1045","-21.03","103996221","484117503865"
"260660","알리코제약","5710","5890","180","3.15","705904","3976388150"
"354320","알멕","134700","87700","-47000","-34.89","7085676","785504952000"
"361570","알비더블유","5410","4635","-775","-14.33","6160129","33249079760"
"131370","알서포트","3680","3295","-385","-10.46","2515741","8421321955"
"140670","알에스오토메이션","12380","13520","1140","9.21","3908577","51536380310"
"096610","알에프세미","17950","10450","-7500","-41.78","18820921","297536400440"
"061040","알에프텍","4405","3995","-410","-9.31","2859868","11625280890"
"148250","알엔투테크놀로지","7880","6000","-1880","-23.86","1051349","7138613820"
"347860","알체라","8610","15200","6590","76.54","51462615","702300954280"
"196170","알테오젠","38950","47450","8500","21.82","13491529","584062700850"
"123750","알톤스포츠","3740","3590","-150","-4.01","9130631","34332712700"
"085810","알티캐스트","1759","1564","-195","-11.09","2950918","4787018266"
"117670","알파홀딩스","945","945","0","0.00","0","0"
"314140","알피바이오","10600","10420","-180","-1.70","1232768","12584661310"
"291650","압타머사이언스","3975","4235","260","6.54","10228306","41827512805"
"293780","압타바이오","8770","10620","1850","21.09","9399909","91504454570"
"018250","애경산업","26700","23000","-3700","-13.86","2062262","51554101050"
"161000","애경케미칼","19700","17280","-2420","-12.28","56644376","1270361501510"
"390110","애니메디솔루션","3955","5040","1085","27.43","9264","38813225"
"196300","애니젠","14900","15420","520","3.49","941190","14501306420"
"310200","애니플러스","4035","3475","-560","-13.88","15109812","57049144820"
"179530","애드바이오텍","3935","3545","-390","-9.91","624274","2167639395"
"900100","애머릿지","2435","2185","-250","-10.27","3780549","8717369064"
"205500","액션스퀘어","2450","1728","-722","-29.47","5204369","11453785772"
"052790","액토즈소프트","6370","6350","-20","-0.31","432035","2636770780"
"290740","액트로","7300","7090","-210","-2.88","4075471","31509979270"
"238090","앤디포스","2310","2970","660","28.57","5305628","13974164840"
"092600","앤씨앤","1782","1550","-232","-13.02","2104233","3396893860"
"129890","앱코","3785","4135","350","9.25","7074950","28667325435"
"174900","앱클론","15450","17940","2490","16.12","3901068","67156300670"
"255440","야스","11070","9720","-1350","-12.20","958802","9886518040"
"030960","양지사","16700","18660","1960","11.74","33505256","646528823570"
"102120","어보브반도체","10450","9600","-850","-8.13","5845306","61261735820"
"263540","어스앤에어로스페이스","5950","5950","0","0.00","0","0"
"238120","얼라인드","8460","8500","40","0.47","1130433","9563354000"
"224810","엄지하우스","3740","3400","-340","-9.09","11264","38278220"
"019990","에너토크","7820","6860","-960","-12.28","2066993","16458608420"
"011090","에넥스","660","617","-43","-6.52","3778104","2355438447"
"270660","에브리봇","14500","14490","-10","-0.07","2808785","39450768410"
"038680","에스넷","5140","4810","-330","-6.42","5148851","26752599815"
"137310","에스디바이오센서","11750","12780","1030","8.77","60980002","826327010160"
"217480","에스디생명공학","349","349","0","0.00","0","0"
"121890","에스디시스템","739","739","0","0.00","0","0"
"097780","에스맥","1157","1296","139","12.01","5203224","6153998866"
"304360","에스바이오메딕스","10050","9680","-370","-3.68","5929422","57145204260"
"389500","에스비비테크","36900","44250","7350","19.92","6434532","271965698450"
"042110","에스씨디","1588","1579","-9","-0.57","4874307","7336158108"
"298060","에스씨엠생명과학","6039","4920","-1119","-18.53","1498640","8515464210"
"065420","에스아이리소스","438","327","-111","-25.34","38231848","13057747501"
"270210","에스알바이오텍","4620","5380","760","16.45","156","708635"
"103230","에스앤더블류","6350","5430","-920","-14.49","8151676","51171604740"
"260970","에스앤디","14800","14320","-480","-3.24","137772","1967050450"
"101490","에스앤에스텍","52100","52300","200","0.38","14104543","783452242850"
"095910","에스에너지","2495","2190","-305","-12.22","2289845","5159350218"
"275630","에스에스알","4770","5380","610","12.79","1446133","7127883185"
"031330","에스에이엠티","3005","2790","-215","-7.15","6034067","17264908160"
"060540","에스에이티","2360","2310","-50","-2.12","4700390","10764130073"
"351320","에스에이티이엔지","3595","3160","-435","-12.10","1636013","5278112490"
"056190","에스에프에이","36100","37750","1650","4.57","4122705","150247829314"
"080000","에스엔유","3560","3260","-300","-8.43","6778667","22267987720"
"005850","에스엘","40000","34450","-5550","-13.88","6692441","256115043550"
"214310","에스엘에너지","306","306","0","0.00","0","0"
"246250","에스엘에스바이오","9980","9550","-430","-4.31","190311","1886638870"
"258540","에스엘테라퓨틱스","1065","774","-291","-27.32","426584","340500471"
"041510","에스엠","106700","135400","28700","26.90","9513807","1194996747500"
"010580","에스엠벡셀","2915","2370","-545","-18.70","22560990","59282633780"
"299670","에스엠비나","2700","1800","-900","-33.33","0","0"
"007820","에스엠코어","6390","6250","-140","-2.19","2480938","14859841950"
"109610","에스와이","5260","4085","-1175","-22.34","100425486","518325732015"
"012750","에스원","53000","55400","2400","4.53","1917305","102390148650"
"031860","에스유홀딩스","902","1216","314","34.81","121525294","129770241578"
"306040","에스제이그룹","12290","10530","-1760","-14.32","683384","7679880490"
"217910","에스제이켐","420","415","-5","-1.19","110120","42030845"
"224020","에스케이씨에스","1896","1599","-297","-15.66","73160","116885250"
"435870","에스케이증권제8호스팩","2345","2240","-105","-4.48","1294571","3110799575"
"096630","에스코넥","1734","1613","-121","-6.98","155509205","319339246346"
"069510","에스텍","7870","7980","110","1.40","162501","1264532470"
"041910","에스텍파마","7050","6790","-260","-3.69","1280137","8610789080"
"234300","에스트래픽","5400","4610","-790","-14.63","17794730","89398493005"
"039440","에스티아이","18590","25700","7110","38.25","30353749","794166745200"
"098660","에스티오","2525","2500","-25","-0.99","698077","1722771115"
"052020","에스티큐브","14790","13650","-1140","-7.71","8625467","118738712420"
"237690","에스티팜","73800","82200","8400","11.38","2634485","200462506600"
"050760","에스폴리텍","2355","2090","-265","-11.25","1059426","2292276281"
"288620","에스퓨얼셀","18530","17560","-970","-5.23","858571","15152855570"
"317830","에스피시스템스","15450","14470","-980","-6.34","15527283","243431387860"
"058610","에스피지","28700","32400","3700","12.89","21199865","675683674900"
"043340","에쎈테크","837","793","-44","-5.26","2984623","2330272617"
"023960","에쓰씨엔지니어링","1750","2190","440","25.14","50029269","106837393556"
"298690","에어부산","3350","2960","-390","-11.64","10530609","32159973760"
"187660","에이디엠코리아","2770","2315","-455","-16.43","10346815","26132727885"
"054630","에이디칩스","403","366","-37","-9.18","20624255","8042759321"
"200710","에이디테크놀로지","22450","23650","1200","5.35","22799224","580119325050"
"096690","에이루트","405","380","-25","-6.17","15176072","5830092815"
"140910","에이리츠","3945","3890","-55","-1.39","88139","325383080"
"078520","에이블씨엔씨","7130","7470","340","4.77","3929138","26677287030"
"298380","에이비엘바이오","19070","19490","420","2.20","11100137","211631456130"
"203400","에이비온","7490","8590","1100","14.69","2566277","18740354850"
"195990","에이비프로바이오","441","409","-32","-7.26","26690808","11239487354"
"003800","에이스침대","27150","25950","-1200","-4.42","54361","1433903400"
"088800","에이스테크","2594","2450","-144","-5.55","5457069","15206444800"
"241840","에이스토리","16960","15120","-1840","-10.85","1453796","22231918770"
"311960","에이아이더뉴트리진","15910","16800","890","5.59","59085","996222010"
"312610","에이에프더블류","4245","3855","-390","-9.19","2716922","10987500900"
"015260","에이엔피","1634","1532","-102","-6.24","2492658","3956264765"
"234070","에이원알폼","1399","1425","26","1.86","4703","7120331"
"072990","에이치시티","7400","8330","930","12.57","1507904","11993822230"
"227100","에이치앤비디자인","3805","3745","-60","-1.58","3202173","11643377060"
"044990","에이치엔에스하이텍","15090","13800","-1290","-8.55","91203","1288106780"
"239610","에이치엘사이언스","18310","15640","-2670","-14.58","447993","7578354920"
"353060","에이치엠씨제5호스팩","2090","2090","0","0.00","0","0"
"148930","에이치와이티씨","9600","9110","-490","-5.10","3185339","31129578130"
"044780","에이치케이","1910","1883","-27","-1.41","1788675","3288571862"
"357230","에이치피오","9580","9090","-490","-5.11","1893154","17002271580"
"071670","에이테크솔루션","11630","11200","-430","-3.70","3695547","44164155050"
"045660","에이텍","9870","9350","-520","-5.27","735772","6981546450"
"224110","에이텍모빌리티","14940","13240","-1700","-11.38","1224439","17310612290"
"230980","에이트원","1147","1018","-129","-11.25","16706184","18591033712"
"021080","에이티넘인베스트","2410","2805","395","16.39","15277717","38898227675"
"089530","에이티세미콘","600","600","0","0.00","0","0"
"200470","에이팩트","3950","3230","-720","-18.23","15627475","64590462900"
"207490","에이펙스인텍","7000","7000","0","0.00","5419","37919500"
"262260","에이프로","19450","17400","-2050","-10.54","12181624","243345061170"
"007460","에이프로젠","1138","1752","614","53.95","151448653","215678840359"
"109960","에이프로젠 H&G","1386","1714","328","23.67","12171882","18377273323"
"003060","에이프로젠바이오로직스","369","471","102","27.64","156120965","62644749531"
"397030","에이프릴바이오","21150","24000","2850","13.48","2509218","55008799470"
"244920","에이플러스에셋","4695","4525","-170","-3.62","1308218","5642013890"
"089970","에이피티씨","16430","16180","-250","-1.52","6064252","110835107760"
"230240","에치에프알","19310","21150","1840","9.53","3613620","75161302460"
"230360","에코마케팅","10070","10460","390","3.87","4943282","52894108510"
"038870","에코바이오","6150","5130","-1020","-16.59","3174865","17953060320"
"101360","에코앤드림","39950","32550","-7400","-18.52","8548706","333932716100"
"128540","에코캡","4300","3855","-445","-10.35","4555309","18831747640"
"086520","에코프로","941000","1127000","186000","19.77","31334971","35072308374000"
"247540","에코프로비엠","275000","343500","68500","24.91","76471464","29394831730500"
"383310","에코프로에이치엔","63400","115900","52500","82.81","61153123","5809655505200"
"038110","에코플라스틱","7350","5660","-1690","-22.99","43848207","297101830150"
"073540","에프알텍","2755","2550","-205","-7.44","562664","1451413235"
"064850","에프앤가이드","8150","7830","-320","-3.93","320029","2440804200"
"036810","에프에스티","18770","24550","5780","30.79","20656396","533149237520"
"173940","에프엔씨엔터","7920","6940","-980","-12.37","698706","5058088400"
"083500","에프엔에스테크","8900","9460","560","6.29","2827666","26522846130"
"054940","엑사이엔씨","1149","1076","-73","-6.35","8289343","9127041403"
"043090","엑서지21","948","676","-272","-28.69","26002841","18608440806"
"950130","엑세스바이오","7710","8880","1170","15.18","12154242","108925149140"
"205100","엑셈","4000","4050","50","1.25","11333124","46508361760"
"356680","엑스게이트","4980","4065","-915","-18.37","27194817","118079060435"
"070300","엑스큐어","3020","2865","-155","-5.13","410904","1221534220"
"317770","엑스페릭스","15810","8820","-6990","-44.21","19005227","212944606860"
"092870","엑시콘","13370","14230","860","6.43","5715752","83861811590"
"317870","엔바이오니아","14260","15830","1570","11.01","1385298","22148329450"
"067570","엔브이에이치코리아","3615","3300","-315","-8.71","4522581","16116735470"
"236810","엔비티","6750","7610","860","12.74","46940586","386272308160"
"140610","엔솔바이오사이언스","13050","11760","-1290","-9.89","128010","1567933550"
"333620","엔시스","14400","13250","-1150","-7.99","2185143","32126231440"
"101400","엔시트론","706","648","-58","-8.22","3812207","2578472117"
"036570","엔씨소프트","287500","262500","-25000","-8.70","2921254","810536799648"
"238170","엔에스엠","474","409","-65","-13.71","942054","356208878"
"224760","엔에스컴퍼니","4015","4000","-15","-0.37","24966","100488255"
"380440","엔에이치스팩19호","9980","10000","20","0.20","415474","4154605100"
"391060","엔에이치스팩20호","9960","10000","40","0.40","184033","1837577270"
"422040","엔에이치스팩23호","2190","2120","-70","-3.20","512638","1093471985"
"437780","엔에이치스팩24호","2180","2180","0","0.00","0","0"
"438580","엔에이치스팩25호","2430","2460","30","1.23","168525","416426040"
"439410","엔에이치스팩26호","2165","2075","-90","-4.16","886353","1855342220"
"440820","엔에이치스팩27호","2185","2095","-90","-4.12","510379","1084525860"
"450410","엔에이치스팩28호","2230","2230","0","0.00","0","0"
"451700","엔에이치스팩29호","2030","2015","-15","-0.74","1297366","2648764595"
"265740","엔에프씨","8890","7960","-930","-10.46","525419","4527879780"
"354200","엔젠바이오","6510","6630","120","1.84","1524731","10464680080"
"419080","엔젯","21250","20600","-650","-3.06","2524579","52747559200"
"093510","엔지브이아이","1620","1650","30","1.85","458","664589"
"208860","엔지스테크널러지","2205","2205","0","0.00","0","0"
"183490","엔지켐생명과학","1814","1569","-245","-13.51","7143800","11387094322"
"085310","엔케이","1030","1047","17","1.65","16116235","17166077838"
"182400","엔케이맥스","15710","13320","-2390","-15.21","11884257","169560861630"
"348370","엔켐","68500","64600","-3900","-5.69","10595762","748995968300"
"058450","엔터파트너즈","892","731","-161","-18.05","4140479","3492555614"
"069410","엔텔스","5330","4940","-390","-7.32","3208877","17476085315"
"227950","엔투텍","1079","868","-211","-19.56","28672481","26818033240"
"291230","엔피","4275","3620","-655","-15.32","26232460","101581482615"
"198080","엔피디","2135","2015","-120","-5.62","941676","1884169942"
"048830","엔피케이","2000","1889","-111","-5.55","1823618","3429738254"
"096870","엘디티","3650","3340","-310","-8.49","646947","2172355250"
"276240","엘리비젼","745","649","-96","-12.89","3541","2084660"
"900140","엘브이엠씨홀딩스","2360","2665","305","12.92","43047367","112083296095"
"138690","엘아이에스","2750","2750","0","0.00","0","0"
"290650","엘앤씨바이오","35550","38100","2550","7.17","9327477","349097373400"
"066970","엘앤에프","238500","224500","-14000","-5.87","42212278","11000556207806"
"156100","엘앤케이바이오","6070","7050","980","16.14","5727053","36858970760"
"311060","엘에이티","4800","5790","990","20.63","62863","338960840"
"073110","엘엠에스","7050","6380","-670","-9.50","1027963","6974677230"
"083310","엘오티베큠","16270","23650","7380","45.36","14268141","310011550960"
"037950","엘컴텍","1407","1440","33","2.35","87826289","126835493556"
"170920","엘티씨","10470","9760","-710","-6.78","4042044","42004192520"
"058630","엠게임","7030","7150","120","1.71","2835019","20475467590"
"058970","엠로","48000","70700","22700","47.29","14209037","1084758627950"
"019590","엠벤처투자","927","1004","77","8.31","12197483","11807899323"
"169330","엠브레인","3040","3025","-15","-0.49","721775","2198386365"
"097520","엠씨넥스","30800","27500","-3300","-10.71","2227266","63294037150"
"179290","엠아이텍","10660","10150","-510","-4.78","5131510","52940985340"
"009780","엠에스씨","7140","5910","-1230","-17.23","10532738","73972432650"
"123040","엠에스오토텍","5690","4780","-910","-15.99","6393829","33152132590"
"323230","엠에프엠코리아","875","994","119","13.60","14233350","13542200136"
"032790","엠젠솔루션","2950","2785","-165","-5.59","1370029","3823242970"
"033160","엠케이전자","14320","14220","-100","-0.70","10519277","159895195300"
"347890","엠투아이","8620","8410","-210","-2.44","2548373","21245152020"
"033310","엠투엔","4105","3950","-155","-3.78","1990840","7660270425"
"259630","엠플러스","12280","14770","2490","20.28","9202974","127933659780"
"115960","연우","14340","14320","-20","-0.14","587761","8459208890"
"060850","영림원소프트랩","8380","8450","70","0.84","1405409","12171108770"
"014440","영보화학","3735","3400","-335","-8.97","706239","2496577380"
"143540","영우디에스피","1194","1081","-113","-9.46","4057719","4520659282"
"111770","영원무역","63000","58600","-4400","-6.98","2379327","141166459400"
"009970","영원무역홀딩스","77800","76800","-1000","-1.29","326878","25085700800"
"003520","영진약품","2385","2590","205","8.60","12720012","31108579370"
"000670","영풍","542000","571000","29000","5.35","58328","33040259000"
"036560","영풍정밀","13150","13740","590","4.49","10416907","150885919870"
"006740","영풍제지","24500","48400","23900","97.55","59060826","2246203015810"
"012280","영화금속","1001","890","-111","-11.09","5462744","5096410573"
"265560","영화테크","10600","10350","-250","-2.36","1293174","13318333930"
"012160","영흥","756","675","-81","-10.71","2331495","1596574932"
"036000","예림당","2270","1983","-287","-12.64","758050","1574137812"
"250930","예선테크","997","922","-75","-7.52","2863808","2753658252"
"053280","예스24","4975","4740","-235","-4.72","1745093","8543624115"
"015360","예스코홀딩스","31900","32100","200","0.63","158749","5112912000"
"122640","예스티","12540","18670","6130","48.88","6756596","114550229210"
"900300","오가닉티코스메틱","172","159","-13","-7.56","112701760","19541080373"
"045060","오공","3225","3080","-145","-4.50","636865","1972067900"
"080520","오디텍","5020","5280","260","5.18","16952312","92701855575"
"007310","오뚜기","386000","369000","-17000","-4.40","193991","71313295000"
"039830","오로라","7420","7310","-110","-1.48","359188","2597708970"
"322310","오로스테크놀로지","23550","21450","-2100","-8.92","8136151","200624975400"
"046120","오르비텍","4300","4090","-210","-4.88","8201756","35048198980"
"014940","오리엔탈정공","3965","3730","-235","-5.93","5698047","22811267980"
"002630","오리엔트바이오","688","645","-43","-6.25","7077300","4576220213"
"065500","오리엔트정공","1525","1200","-325","-21.31","2726961","3702767680"
"271560","오리온","120000","116100","-3900","-3.25","1924299","226314338681"
"001800","오리온홀딩스","14290","14720","430","3.01","1670061","23765749230"
"010470","오리콤","12730","14230","1500","11.78","4123283","52738140550"
"417860","오브젠","37900","49450","11550","30.47","7111638","331502565200"
"352910","오비고","10700","9150","-1550","-14.49","1234977","11926543540"
"053980","오상자이엘","6290","5580","-710","-11.29","7385505","45834875710"
"052420","오성첨단소재","1424","1409","-15","-1.05","4819481","6573341494"
"241790","오션브릿지","16870","14640","-2230","-13.22","1712547","27050326280"
"039200","오스코텍","20950","33950","13000","62.05","17558411","513163766030"
"226400","오스테오닉","6300","6100","-200","-3.17","22894909","140189327545"
"031510","오스템","1604","1452","-152","-9.48","1281081","1913923783"
"048260","오스템임플란트","1880000","1900000","20000","1.06","34027","64651959000"
"368970","오에스피","6080","6000","-80","-1.32","1769485","10538959890"
"138080","오이솔루션","14910","13270","-1640","-11.00","1379386","19072843360"
"080580","오킨스전자","15270","5950","-9320","-61.03","30286096","208281847480"
"067170","오텍","5250","5100","-150","-2.86","5512529","30635848555"
"353590","오토앤","11110","9480","-1630","-14.67","1516722","15096569460"
"173130","오파스넷","12520","14060","1540","12.30","15570636","194186868530"
"440320","오픈놀","15290","9250","-6040","-39.50","36812934","400667437310"
"049480","오픈베이스","2720","2540","-180","-6.62","6339859","16676692750"
"394280","오픈엣지테크놀로지","18980","20250","1270","6.69","25467692","557499808790"
"309930","오하임아이엔티","4550","5950","1400","30.77","7111617","35102361475"
"244460","올리패스","2080","1856","-224","-10.77","9223628","17106322691"
"226950","올릭스","15070","16000","930","6.17","2206671","35072921710"
"057540","옴니시스템","1297","1115","-182","-14.03","14735075","17021254865"
"131030","옵투스제약","5320","5220","-100","-1.88","5303214","29975552135"
"082210","옵트론텍","2680","2390","-290","-10.82","2060113","5177066570"
"109080","옵티시스","13180","12260","-920","-6.98","2858652","36772574390"
"380540","옵티코어","1992","1425","-567","-28.46","7335920","11858333566"
"153710","옵티팜","7730","6650","-1080","-13.97","2172842","16911069460"
"321820","와이더플래닛","4995","4370","-625","-12.51","912089","3842205280"
"122990","와이솔","7070","6330","-740","-10.47","1539445","10203370490"
"112290","와이씨켐","12630","13000","370","2.93","3471860","47185591580"
"232140","와이아이케이","4320","3995","-325","-7.52","11651601","51785734815"
"065530","와이어블","2485","2060","-425","-17.10","11980727","28577908891"
"067900","와이엔텍","8790","10690","1900","21.62","8639567","89510900740"
"007530","와이엠","3595","3590","-5","-0.14","1615275","5512677770"
"155650","와이엠씨","6280","6740","460","7.32","35760578","263567058620"
"273640","와이엠텍","22450","19640","-2810","-12.52","2400838","51286011670"
"251370","와이엠티","12560","11870","-690","-5.49","899170","11394988860"
"066430","와이오엠","1115","1142","27","2.42","34052076","42364445376"
"193250","와이제이엠게임즈","1086","904","-182","-16.76","5789730","5572869902"
"273060","와이즈버즈","1288","1548","260","20.19","179478990","352020140339"
"019210","와이지-원","6420","5820","-600","-9.35","3223556","19579973810"
"122870","와이지엔터테인먼트","78600","81700","3100","3.94","13619331","1025911400800"
"011690","와이투솔루션","1255","829","-426","-33.94","64726749","64199860438"
"332570","와이팜","4060","4065","5","0.12","50609389","244510769425"
"079000","와토스코리아","5550","5110","-440","-7.93","268308","1428920775"
"070960","용평리조트","3060","3055","-5","-0.16","1546930","4702936415"
"316140","우리금융지주","11400","11420","20","0.18","67389214","783186726090"
"032820","우리기술","1409","1318","-91","-6.46","72270267","109445027257"
"041190","우리기술투자","3830","3635","-195","-5.09","19281808","72914747445"
"115440","우리넷","8370","8310","-60","-0.72","7066831","61299125240"
"046970","우리로","1387","1662","275","19.83","96623724","163932417636"
"082850","우리바이오","2350","2090","-260","-11.06","3694562","7775412454"
"298870","우리벤처파트너스","2515","2555","40","1.59","5993425","15509388320"
"215360","우리산업","24200","20450","-3750","-15.50","2023718","45372121510"
"072470","우리산업홀딩스","4920","4010","-910","-18.50","1210252","5357753280"
"073560","우리손에프앤지","1897","1772","-125","-6.59","6748578","12039958565"
"037400","우리엔터프라이즈","1585","1396","-189","-11.92","1735036","2486674086"
"153490","우리이앤엘","1229","1041","-188","-15.30","9718543","10868150275"
"010050","우리종금","713","707","-6","-0.84","46105793","33578721587"
"101170","우림피티에스","6850","6730","-120","-1.75","10317028","70783850910"
"006980","우성","22450","21600","-850","-3.79","350439","7238492120"
"066590","우수AMS","3410","2840","-570","-16.72","4654553","14127338430"
"017370","우신시스템","4065","9530","5465","134.44","37837606","287886085520"
"103840","우양","4990","5720","730","14.63","36767142","208205057460"
"046940","우원개발","3390","3555","165","4.87","16179567","57603124340"
"215380","우정바이오","2770","2710","-60","-2.17","875437","2385462015"
"065680","우주일렉트로","15450","15710","260","1.68","1268035","19077006300"
"105840","우진","8850","9550","700","7.91","28751966","301997724480"
"018620","우진비앤지","1400","1330","-70","-5.00","3285669","4569601405"
"010400","우진아이엔에스","6010","5590","-420","-6.99","363742","2034850055"
"049800","우진플라임","3895","3790","-105","-2.70","15415006","66762520565"
"016880","웅진","1343","1238","-105","-7.82","3859666","4868027692"
"095720","웅진씽크빅","2515","2375","-140","-5.57","5718625","13801193415"
"005820","원림","21650","21750","100","0.46","275008","6139797700"
"307280","원바이오젠","2275","2190","-85","-3.74","9311785","20146626458"
"032940","원익","3795","3680","-115","-3.03","1067281","3963223650"
"240810","원익IPS","31450","34350","2900","9.22","12704693","439952183750"
"074600","원익QnC","29150","27200","-1950","-6.69","7274450","210113441450"
"104830","원익머트리얼즈","30400","28300","-2100","-6.91","1803164","52726348850"
"014190","원익큐브","1900","1702","-198","-10.42","2429676","4302968765"
"217820","원익피앤이","8700","8510","-190","-2.18","175433743","1933923351860"
"030530","원익홀딩스","3740","3405","-335","-8.96","6117991","21532836650"
"012620","원일특강","10160","9300","-860","-8.46","209782","2011634230"
"382840","원준","21600","24500","2900","13.43","21042898","558230326500"
"336570","원텍","10820","12620","1800","16.64","34829973","389041168450"
"376980","원티드랩","12070","10670","-1400","-11.60","848420","9456705120"
"122830","원포유","1278","1297","19","1.49","459997","597039740"
"008370","원풍","4475","4100","-375","-8.38","2914049","13185141210"
"008290","원풍물산","1332","990","-342","-25.68","2273969","2543083963"
"101160","월덱스","25850","24800","-1050","-4.06","3548701","93234634300"
"064090","웨스트라이즈","1790","1721","-69","-3.85","323926","549145727"
"336060","웨이버스","1887","1678","-209","-11.08","171238227","346187807984"
"095270","웨이브일렉트로","6300","6200","-100","-1.59","1544891","9482530070"
"010600","웰바이오텍","2105","3385","1280","60.81","648994226","2334220809810"
"065950","웰크론","2800","3060","260","9.29","68415869","232064631155"
"076080","웰크론한텍","4620","4610","-10","-0.22","25528804","125340931660"
"043590","웰킵스하이텍","1498","1071","-427","-28.50","11824914","15747246740"
"196700","웹스","2335","2040","-295","-12.63","3505430","8089331627"
"069080","웹젠","13500","14850","1350","10.00","1729708","24521575150"
"053580","웹케시","11960","12850","890","7.44","1048123","13328250450"
"071460","위니아","1991","1724","-267","-13.41","3956502","7151851646"
"377460","위니아에이드","5600","5100","-500","-8.93","1099545","5845917160"
"044340","위닉스","10890","9970","-920","-8.45","1029910","11055785130"
"330350","위더스제약","6940","7320","380","5.48","1826705","13172696980"
